             radius   SpeedofSoundError 
      0.200000000000     -0.000000000002
      0.201550387597     -0.000000000002
      0.203100775194     -0.000000000002
      0.204651162791     -0.000000000002
      0.206201550388     -0.000000000002
      0.207751937984     -0.000000000002
      0.209302325581     -0.000000000002
      0.210852713178     -0.000000000002
      0.212403100775     -0.000000000002
      0.213953488372     -0.000000000002
      0.215503875969     -0.000000000002
      0.217054263566     -0.000000000002
      0.218604651163     -0.000000000002
      0.220155038760     -0.000000000002
      0.221705426357     -0.000000000002
      0.223255813953     -0.000000000002
      0.224806201550     -0.000000000002
      0.226356589147     -0.000000000002
      0.227906976744     -0.000000000002
      0.229457364341     -0.000000000002
      0.231007751938     -0.000000000002
      0.232558139535     -0.000000000002
      0.234108527132     -0.000000000002
      0.235658914729     -0.000000000002
      0.237209302326     -0.000000000002
      0.238759689922     -0.000000000002
      0.240310077519     -0.000000000002
      0.241860465116     -0.000000000002
      0.243410852713     -0.000000000002
      0.244961240310     -0.000000000002
      0.246511627907     -0.000000000002
      0.248062015504     -0.000000000002
      0.249612403101     -0.000000000002
      0.251162790698     -0.000000000002
      0.252713178295     -0.000000000002
      0.254263565891     -0.000000000002
      0.255813953488     -0.000000000002
      0.257364341085     -0.000000000002
      0.258914728682     -0.000000000002
      0.260465116279     -0.000000000002
      0.262015503876     -0.000000000002
      0.263565891473     -0.000000000002
      0.265116279070     -0.000000000002
      0.266666666667     -0.000000000002
      0.268217054264     -0.000000000002
      0.269767441860     -0.000000000002
      0.271317829457     -0.000000000002
      0.272868217054     -0.000000000002
      0.274418604651     -0.000000000002
      0.275968992248     -0.000000000002
      0.277519379845     -0.000000000002
      0.279069767442     -0.000000000002
      0.280620155039     -0.000000000002
      0.282170542636     -0.000000000002
      0.283720930233     -0.000000000002
      0.285271317829     -0.000000000002
      0.286821705426     -0.000000000002
      0.288372093023     -0.000000000002
      0.289922480620     -0.000000000002
      0.291472868217     -0.000000000002
      0.293023255814     -0.000000000002
      0.294573643411     -0.000000000002
      0.296124031008     -0.000000000002
      0.297674418605     -0.000000000002
      0.299224806202     -0.000000000002
      0.300775193798     -0.000000000002
      0.302325581395     -0.000000000002
      0.303875968992     -0.000000000002
      0.305426356589     -0.000000000002
      0.306976744186     -0.000000000002
      0.308527131783     -0.000000000002
      0.310077519380     -0.000000000002
      0.311627906977     -0.000000000002
      0.313178294574     -0.000000000002
      0.314728682171     -0.000000000002
      0.316279069767     -0.000000000002
      0.317829457364     -0.000000000002
      0.319379844961     -0.000000000002
      0.320930232558     -0.000000000002
      0.322480620155     -0.000000000002
      0.324031007752     -0.000000000002
      0.325581395349     -0.000000000002
      0.327131782946     -0.000000000002
      0.328682170543     -0.000000000002
      0.330232558140     -0.000000000002
      0.331782945736     -0.000000000002
      0.333333333333     -0.000000000002
      0.334883720930     -0.000000000002
      0.336434108527     -0.000000000002
      0.337984496124     -0.000000000002
      0.339534883721     -0.000000000002
      0.341085271318     -0.000000000002
      0.342635658915     -0.000000000002
      0.344186046512     -0.000000000002
      0.345736434109     -0.000000000002
      0.347286821705     -0.000000000002
      0.348837209302     -0.000000000002
      0.350387596899     -0.000000000002
      0.351937984496     -0.000000000002
      0.353488372093     -0.000000000002
      0.355038759690     -0.000000000002
      0.356589147287     -0.000000000002
      0.358139534884     -0.000000000002
      0.359689922481     -0.000000000002
      0.361240310078     -0.000000000002
      0.362790697674     -0.000000000002
      0.364341085271     -0.000000000002
      0.365891472868     -0.000000000002
      0.367441860465     -0.000000000002
      0.368992248062     -0.000000000002
      0.370542635659     -0.000000000002
      0.372093023256     -0.000000000002
      0.373643410853     -0.000000000002
      0.375193798450     -0.000000000002
      0.376744186047     -0.000000000002
      0.378294573643     -0.000000000002
      0.379844961240     -0.000000000002
      0.381395348837     -0.000000000002
      0.382945736434     -0.000000000002
      0.384496124031     -0.000000000002
      0.386046511628     -0.000000000002
      0.387596899225     -0.000000000002
      0.389147286822     -0.000000000002
      0.390697674419     -0.000000000002
      0.392248062016     -0.000000000002
      0.393798449612     -0.000000000002
      0.395348837209     -0.000000000002
      0.396899224806     -0.000000000002
      0.398449612403     -0.000000000002
      0.400000000000     -0.000000000002
      0.401550387597     -0.000000000002
      0.403100775194     -0.000000000002
      0.404651162791     -0.000000000002
      0.406201550388     -0.000000000002
      0.407751937984     -0.000000000002
      0.409302325581     -0.000000000002
      0.410852713178     -0.000000000002
      0.412403100775     -0.000000000002
      0.413953488372     -0.000000000002
      0.415503875969     -0.000000000002
      0.417054263566     -0.000000000002
      0.418604651163     -0.000000000002
      0.420155038760     -0.000000000002
      0.421705426357     -0.000000000002
      0.423255813953     -0.000000000002
      0.424806201550     -0.000000000002
      0.426356589147     -0.000000000002
      0.427906976744     -0.000000000002
      0.429457364341     -0.000000000002
      0.431007751938     -0.000000000002
      0.432558139535     -0.000000000002
      0.434108527132     -0.000000000002
      0.435658914729     -0.000000000002
      0.437209302326     -0.000000000002
      0.438759689922     -0.000000000001
      0.440310077519     -0.000000000001
      0.441860465116     -0.000000000001
      0.443410852713     -0.000000000001
      0.444961240310     -0.000000000001
      0.446511627907     -0.000000000001
      0.448062015504     -0.000000000001
      0.449612403101     -0.000000000001
      0.451162790698     -0.000000000001
      0.452713178295     -0.000000000001
      0.454263565891     -0.000000000001
      0.455813953488     -0.000000000001
      0.457364341085     -0.000000000001
      0.458914728682     -0.000000000001
      0.460465116279     -0.000000000001
